op: drive.files.list
variant: 
format_version: 1
count: 100
fields: id,mimeType,modifiedTime,name,owners,size
records: files

1000000000000976d6f50cbb6d76,application/vnd.google-apps.document,2026-05-20T12:00:00Z,doc-001.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",6544
100000000000099b7d6a57ec2ab7,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-002.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",2945
10000000000005ad8d7eb52b2bd7,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-003.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",5847
10000000000003eb410e07a5fdfb,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-004.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",5506
100000000000000faf9ffeb92d36,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-005.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",2564
1000000000000d75604fb803c753,application/vnd.google-apps.document,2026-05-21T12:00:00Z,doc-006.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",5558
100000000000027754a3b8e6f8a4,application/vnd.google-apps.document,2026-05-21T12:00:00Z,doc-007.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",6823
1000000000000893a50303257bd9,application/vnd.google-apps.document,2026-05-20T12:00:00Z,doc-008.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",9198
10000000000000c271c5e3230534,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-009.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",2478
10000000000005078f2b7ddcc6d7,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-010.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",2563
1000000000000f9fd651c67de379,application/vnd.google-apps.document,2026-05-21T12:00:00Z,doc-011.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",3012
1000000000000b64a3a05afda5de,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-012.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",9059
