op: drive.files.list
variant: 
format_version: 1
count: 100
fields: id,mimeType,modifiedTime,name,owners,size
records: files

10000000000003e2fcc48191a86f,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-001.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",9620
10000000000004f1a3e5004e0899,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-002.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",9036
1000000000000765e713fc491b7c,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-003.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",9715
1000000000000bfcf8d124ce305f,application/vnd.google-apps.document,2026-05-20T12:00:00Z,doc-004.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",9198
10000000000001be36d8ab8f4e4b,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-005.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",7942
10000000000006ecf06f7773ddf9,application/vnd.google-apps.document,2026-05-21T12:00:00Z,doc-006.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",8744
1000000000000b0e976f7d27c482,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-007.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",3351
100000000000049b1117c714a2c6,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-008.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",7062
10000000000004498184e4771d6b,application/vnd.google-apps.document,2026-05-20T12:00:00Z,doc-009.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",8046
100000000000008e9b254ee6f406,application/vnd.google-apps.document,2026-05-21T12:00:00Z,doc-010.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",2705
1000000000000df0c03c36ef6e27,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-011.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",3242
1000000000000b70f55dee49e475,application/vnd.google-apps.document,2026-05-20T12:00:00Z,doc-012.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",2642
