op: drive.files.list
variant: 
format_version: 1
count: 100
fields: id,mimeType,modifiedTime,name,owners,size
records: files

10000000000007151950cc2a7d63,application/vnd.google-apps.document,2026-05-21T12:00:00Z,doc-001.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",6616
1000000000000a2789c24c7508f4,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-002.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",3038
1000000000000bf1b2c8ab12a1f8,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-003.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",8978
100000000000023dae53787fa960,application/vnd.google-apps.document,2026-05-21T12:00:00Z,doc-004.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",6172
1000000000000c2478fee47efccb,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-005.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",7690
1000000000000c35baf4d97435f7,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-006.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",3302
1000000000000f583ae25d1d117d,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-007.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",6160
10000000000000e6309f940905bf,application/vnd.google-apps.document,2026-05-23T12:00:00Z,doc-008.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",9011
10000000000005168ca639f16a97,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-009.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",7700
10000000000009f03a8efb3b301d,application/vnd.google-apps.document,2026-05-20T12:00:00Z,doc-010.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",7314
100000000000023e6cdeddf6a356,application/vnd.google-apps.document,2026-05-21T12:00:00Z,doc-011.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",7876
100000000000031e9c03a53d5efc,application/vnd.google-apps.document,2026-05-22T12:00:00Z,doc-012.gdoc,"[{""displayName"":""Alex Owner"",""emailAddress"":""alex@example.com""}]",7115
